head,prompt_count,base_token_prob_delta_mean,base_token_prob_decrease_ratio,base_token_changed_ratio,base_token_logit_delta_mean,base_token_rank_post_mean,entropy_delta_mean,kl_divergence_mean
L11.H11,7,-0.14553070068359375,1.0,0.8571428571428571,-1.96875,5,0.8220632416861398,0.36576306181294577
L12.H8,7,-0.1192779541015625,1.0,0.7142857142857143,-1.4040178571428572,3,0.8276321547372001,0.18280710386378424
L9.H15,7,-0.08257184709821429,1.0,0.42857142857142855,-0.8738839285714286,2,0.48047164508274626,0.08229128537433487
