head,prompt_count,base_token_prob_delta_mean,base_token_prob_decrease_ratio,base_token_changed_ratio,base_token_logit_delta_mean,base_token_rank_post_mean,entropy_delta_mean,kl_divergence_mean,donor_token_prob_delta_mean,donor_token_prob_increase_rate_mean,donor_token_logit_delta_mean,donor_token_rank_pre_mean,donor_token_rank_post_mean,donor_token_rank_increased_ratio
L14.H5,40,-0.06758666038513184,0.775,0.275,-0.748828125,3,0.26899396665394304,0.2729822658468038,0.02698158323764801,19.6205288282002,1.998779296875,203,53,1.0
L16.H6,40,-0.01058502197265625,0.65,0.125,-0.0828125,1,0.06068373173475265,0.05246794078266248,0.006453858315944671,2.0842386358419516,0.963232421875,203,97,1.0
L11.H1,40,-0.036138916015625,0.725,0.175,-0.3673828125,1,0.20969361029565334,0.06006363236811012,0.004885342717170715,1.8927418582331974,0.702392578125,203,138,1.0
L21.H10,40,-0.018325042724609376,0.7,0.1,-0.1685546875,1,0.10904557593166828,0.020460923929931596,0.003844858705997467,1.5106984841583029,0.640283203125,203,139,0.95
L16.H1,40,-0.0055908203125,0.6,0.05,-0.0392578125,1,0.027413005754351617,0.017180790868042094,0.000629463791847229,0.42495953999968483,0.286669921875,203,151,0.825
L13.H13,40,-0.018816375732421876,0.725,0.125,-0.1798828125,1,0.09695275463163852,0.03289723882917315,0.0023308008909225463,1.0361467693629645,0.556591796875,203,156,0.925
L18.H2,40,-0.0095428466796875,0.75,0.1,-0.0703125,1,0.01792900487780571,0.013930616740253754,0.0016336813569068909,0.5295515839844143,0.368798828125,203,158,0.9
L18.H4,40,0.000270843505859375,0.5,0.05,-0.0181640625,1,0.01599242277443409,0.005532123828743352,0.0009422138333320618,0.4088136616297561,0.28740234375,203,165,0.9
L16.H15,40,-0.027266693115234376,0.55,0.05,-0.171484375,1,0.1385739419609308,0.039534875366007326,0.0039575636386871334,2.252483279629092,0.49716796875,203,168,0.825
