head,prompt_count,base_token_prob_delta_mean,base_token_prob_decrease_ratio,base_token_changed_ratio,base_token_logit_delta_mean,base_token_rank_post_mean,entropy_delta_mean,kl_divergence_mean
L22.H0,75,-0.03364542643229167,0.9866666666666667,0.12,-0.5282291666666666,1,0.40553287506103514,0.03319593839347362
L23.H9,75,-0.026564127604166668,0.8533333333333334,0.24,-0.5360416666666666,1,0.350257298151652,0.025243837982416154
L11.H1,75,-0.024769287109375,0.9333333333333333,0.13333333333333333,-0.18375,1,0.12101351420084636,0.01086487880597512
L12.H8,75,-0.021731363932291668,0.9066666666666666,0.06666666666666667,-0.35302083333333334,1,0.267011620203654,0.015119369228680929
L23.H6,75,-0.017838541666666666,0.96,0.06666666666666667,-0.25385416666666666,1,0.22173512140909832,0.009383891286949317
L14.H7,75,-0.014696451822916666,0.8533333333333334,0.13333333333333333,-0.11197916666666667,1,0.08093846638997396,0.007015601107850671
L5.H3,75,-0.013745524088541667,0.96,0.06666666666666667,-0.20864583333333334,1,0.1301885414123535,0.005339074796065688
L23.H13,75,-0.012406412760416667,0.88,0.05333333333333334,-0.14677083333333332,1,0.09698302586873372,0.0030878132364402216
L23.H15,75,-0.012294921875,1.0,0.06666666666666667,-0.1528125,1,0.12906492233276368,0.0031713741334776085
