head,prompt_count,base_token_prob_delta_mean,base_token_prob_decrease_ratio,base_token_changed_ratio,base_token_logit_delta_mean,base_token_rank_post_mean,entropy_delta_mean,kl_divergence_mean
L12.H0,30,-0.164898681640625,1.0,0.43333333333333335,-0.8924479166666667,2,0.6359698484341304,0.30860741486152016
L12.H13,30,-0.13642476399739584,1.0,0.3333333333333333,-0.5203125,2,0.6708960761626561,0.22190184916059177
L7.H7,30,-0.0771209716796875,0.9,0.4666666666666667,-0.5471354166666667,2,0.309855509797732,0.20315113418425124
L9.H12,30,-0.0499359130859375,0.7666666666666667,0.36666666666666664,-0.19453125,2,0.10956627825895945,0.10696099928269784
L13.H6,30,-0.04459025065104167,1.0,0.16666666666666666,-0.19973958333333333,1,0.1572707325220108,0.05327928632420177
