head,prompt_count,base_token_prob_delta_mean,base_token_prob_decrease_ratio,base_token_changed_ratio,base_token_logit_delta_mean,base_token_rank_post_mean,entropy_delta_mean,kl_divergence_mean
L11.H8,101,-0.19275204497988863,1.0,0.2871287128712871,-0.8052289603960396,1,0.7287802743439628,0.09986876912119955
L17.H0,101,-0.14372661326191213,0.9603960396039604,0.26732673267326734,-0.7359220297029703,1,0.4463153050677611,0.08958004835513558
L22.H2,101,-0.14025274597772278,1.0,0.1188118811881188,-0.6543162128712872,1,0.49865827820088604,0.04689167221399522
